,service,flag,src_bytes,dst_bytes,count,serror_rate,same_srv_rate,diff_srv_rate,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_serror_rate,Label
18191,29,5,0,0,10,1,0.5,0.4,5,0.02,0.09,1,0
3995,24,9,331,235,1,0,1,0,255,1,0,0,4
75437,59,5,0,0,263,1,0.03,0.07,12,0.05,0.08,1,0
113926,24,9,309,1528,4,0,1,0,255,1,0,0,4
110714,24,9,196,3629,8,0,1,0,255,1,0,0,4
38070,49,5,0,0,180,1,0.11,0.06,5,0.02,0.08,1,0
98740,54,9,728,331,1,0,1,0,127,0.53,0.03,0,4
6579,49,1,0,0,222,0,0.05,0.06,10,0.04,0.07,0,0
21036,24,9,230,8753,1,0,1,0,255,1,0,0,4
106298,24,9,336,334,14,0,1,0,255,1,0,0,4
99235,24,9,203,983,19,0,1,0,255,1,0,0,4
105684,18,5,0,0,1,1,1,0,3,1,0,1,0
1043,24,9,366,4084,7,0,1,0,255,1,0,0,4
106225,24,9,238,9092,4,0,1,0,255,1,0,0,4
59381,66,5,0,0,106,1,0.05,0.06,5,0.02,0.04,1,0
23857,24,9,279,1026,30,0,1,0,255,1,0,0,4
116916,63,2,0,0,1,0,1,0,1,1,0,0,4
12078,24,9,54540,8314,4,0,1,0,255,1,0,0.01,0
65523,49,5,0,0,216,1,0.07,0.06,14,0.05,0.07,1,0
59669,49,5,0,0,233,1,0,0.06,8,0.03,0.05,1,0
7027,14,9,8,0,1,0,1,0,76,1,0,0,1
52939,24,9,219,1354,13,0,1,0,255,1,0,0,4
68265,65,9,182,0,2,0,0.5,1,26,0.1,0.01,0,4
70116,54,9,965,331,1,0,1,0,98,0.54,0.04,0,4
107249,58,5,0,0,280,1,0.08,0.05,23,0.09,0.05,1,0
8667,24,9,54540,8314,4,0,1,0,69,1,0,0,0
61718,69,5,0,0,300,1,0.05,0.05,14,0.05,0.08,1,0
64239,49,5,0,0,291,1,0.01,0.05,10,0.04,0.08,1,0
55564,7,5,0,0,264,1,0.08,0.06,20,0.08,0.08,1,0
16528,12,9,44,70,148,0,1,0,249,0.98,0.01,0,4
35641,24,9,219,9264,9,0,1,0,255,1,0,0,4
120918,24,9,326,5202,12,0,1,0,255,1,0,0,4
270,24,9,222,1483,3,0,1,0,255,1,0,0,4
40405,12,9,29,0,4,0,0.75,0.5,32,0.1,0.06,0,4
17425,49,5,0,0,183,1,0.03,0.07,6,0.02,0.07,1,0
51995,24,5,0,0,12,1,1,0,12,0.05,0.07,1,0
10157,49,5,0,0,181,1,0.03,0.06,19,0.07,0.07,1,0
40646,24,9,310,498,14,0,1,0,255,1,0,0,4
71172,65,9,78,0,14,0,0.21,0.14,22,0.09,0.01,0,4
122239,20,9,2194619,0,2,0,1,0,87,0.09,0.06,0,4
7119,20,9,12165,0,8,0,1,0,75,0.24,0.03,0,4
8764,8,5,0,0,239,1,0.02,0.07,5,0.02,0.07,1,0
226,24,9,285,304,32,0,1,0,255,1,0,0,4
70378,24,9,291,1844,6,0,1,0,255,1,0,0.01,4
84875,60,9,372,258229,1,0,1,0,2,1,0,0,4
1938,18,5,0,0,276,1,0.07,0.06,19,0.07,0.07,1,0
55392,20,9,192,0,1,0,1,0,95,0.58,0.13,0,4
25228,18,9,6,0,1,0,1,0,9,0.07,0.03,0.07,4
112033,15,9,1032,0,195,0,1,0,195,0.76,0.01,0,0
54138,49,5,0,0,120,1,0.12,0.06,29,0.11,0.05,1,0
62336,41,1,0,0,102,0,0.01,0.08,1,0,0.07,0,0
75779,66,5,0,0,119,1,0.01,0.06,2,0.01,0.06,1,0
100952,24,9,333,753,10,0,1,0,255,1,0,0,4
31203,9,5,0,0,277,1,0.03,0.06,9,0.04,0.07,1,0
96585,12,9,34,0,1,0,1,0,10,0.03,0.05,0,4
95103,66,5,0,0,140,1,0.14,0.06,19,0.07,0.05,1,0
84392,24,9,228,26903,10,0,1,0,255,1,0,0,4
114864,14,9,18,0,1,0,1,0,235,1,0,0,1
76164,37,5,0,0,196,1,0.03,0.07,6,0.02,0.07,1,0
93162,49,5,0,0,175,1,0.01,0.06,16,0.06,0.08,1,0
59370,49,1,0,0,259,0,0.06,0.06,16,0.06,0.08,0,0
87670,24,9,293,269,11,0,1,0,255,1,0,0,4
65366,60,5,0,0,6,1,0.17,0.5,61,0.24,0.02,1,0
65703,12,9,42,42,6,0,1,0,243,0.95,0.01,0,4
106727,20,9,151,0,2,0,1,0,8,0.07,0.03,0.01,4
72368,12,9,45,78,210,0,1,0,217,0.85,0.01,0,4
75999,49,5,0,0,102,1,0.02,0.07,8,0.03,0.06,1,0
91059,24,9,232,36979,19,0,1,0,255,1,0,0,4
75193,60,9,102,2063,1,0,1,0,2,0.5,1,0,4
121500,14,9,8,0,1,0,1,0,161,1,0,0,1
30863,24,9,206,294,15,0,1,0,255,1,0,0,4
115985,15,9,1032,0,302,0,1,0,255,1,0,0,0
116444,24,1,0,0,1,0,1,0,255,1,0,0,4
113503,54,5,0,0,2,0.5,1,0,107,0.43,0.03,0.01,4
112639,67,5,0,0,188,1,0.02,0.06,3,0.01,0.06,1,0
62698,49,5,0,0,31,1,0.1,0.16,3,0.01,0.08,1,0
66000,12,9,42,121,178,0,0.99,0.01,141,0.78,0.02,0,4
97385,44,9,4753,0,13,0.08,0.08,0.23,1,0.01,0.06,0.03,4
87461,54,9,1629,334,1,0,1,0,212,1,0,0,4
113188,13,5,0,0,270,1,0.02,0.06,14,0.05,0.07,1,0
93818,12,9,44,113,4,0,1,0,248,0.97,0.01,0,4
25521,49,4,1,0,2,0,1,0,2,0.01,0.5,0,1
84456,20,5,0,0,80,1,0.25,0.05,40,0.16,0.06,1,0
25974,24,9,184,5288,1,0,1,0,255,1,0,0,4
64553,28,10,0,0,1,1,1,0,1,1,0,1,2
79761,49,5,0,0,229,1,0.08,0.06,33,0.13,0.06,1,0
65079,12,9,44,44,109,0,1,0,255,1,0,0,4
24971,54,9,1299,333,1,0,1,0,141,0.57,0.05,0,4
24944,16,5,0,0,100,1,0.08,0.05,8,0.03,0.05,1,0
30430,54,9,888,331,1,0,1,0,1,1,0,0,4
45158,49,9,1,0,65,0,0.29,0.06,19,0.07,0.23,0,1
95855,49,9,105,145,1,0,1,0,85,0.99,0.02,0,4
83070,40,5,0,0,202,1,0.06,0.05,13,0.05,0.06,1,0
108436,49,4,1,0,2,0,1,0,2,0.01,0.74,0,1
39561,24,9,225,682,20,0,1,0,255,1,0,0,4
38115,49,5,0,0,105,1,0.13,0.07,14,0.09,0.07,1,0
98858,24,9,203,1074,8,0,1,0,255,1,0,0,4
54506,20,9,15876,0,23,0,1,0,35,0.81,0.05,0,4
108925,20,9,12,0,1,0,1,0,74,0.08,0.05,0.03,4
118785,11,1,0,0,213,0,0,0.07,1,0,0.08,0,0
66895,48,2,0,0,125,0,0.13,0.07,16,0.06,0.06,0,0
8683,19,9,236,769,1,0,1,0,6,0.29,0.1,0,4
19035,14,9,8,0,1,0,1,0,34,1,0,0,1
92484,54,9,860,390,1,0,1,0,63,0.25,0.02,0.6,4
109883,24,5,0,0,25,1,0.52,0.08,61,0.24,0.04,1,0
59776,24,5,0,0,2,0.5,1,0,255,1,0,0.02,4
65929,44,9,147,0,1,0,1,0,1,0,0.38,0,4
18359,20,9,1556,0,4,0,1,0,67,0.26,0.02,0.7,4
115414,24,9,312,342,2,0,1,0,255,1,0,0,4
104774,44,9,113,0,45,0,1,0,45,0.76,0.07,0,4
88390,10,4,0,0,1,0,1,0,1,0.02,0.21,0.11,1
13043,35,1,0,0,104,0,0.17,0.08,1,0,0.09,0,0
75267,24,5,0,0,133,1,0.19,0.05,21,0.08,0.06,1,0
65406,24,9,279,2337,9,0.11,1,0,255,1,0,0.01,4
29308,69,1,0,0,256,0,0.04,0.07,10,0.04,0.09,0,0
95618,24,9,224,5705,34,0,1,0,255,1,0,0,4
23718,24,9,236,296,4,0,1,0,255,1,0,0,4
100429,44,9,1,0,19,0,0.05,0.21,1,0,0.21,0,1
53964,24,9,206,3571,10,0,1,0,255,1,0,0,4
79121,49,5,0,0,139,1,0.07,0.06,28,0.11,0.05,1,0
106045,49,5,0,0,143,1,0.02,0.06,3,0.01,0.06,1,0
9679,24,9,312,981,6,0,1,0,255,1,0,0,4
6595,53,5,0,0,128,1,0.15,0.05,19,0.07,0.05,1,0
120172,24,9,252,1680,8,0,1,0,255,1,0,0,4
3161,54,9,1068,327,1,0,1,0,185,0.82,0.18,0,4
101844,24,9,313,313,19,0,1,0,255,1,0,0,4
110511,60,5,0,0,264,1,0.03,0.06,8,0.03,0.07,1,0
112568,20,9,501760,0,2,0,1,0,30,0.12,0.07,0.81,4
101960,24,9,361,2797,1,0,1,0,255,1,0,0,4
121168,24,9,260,892,13,0,1,0,255,1,0,0,4
31121,20,9,383,0,2,0,1,0,110,0.78,0.03,0,4
50381,44,9,516,4,298,0,1,0,255,1,0,0,4
73636,24,9,233,1380,4,0,1,0,219,0.86,0.04,0.02,4
73431,18,5,0,0,54,1,0.37,0.07,80,0.31,0.02,1,0
17284,12,9,44,132,64,0,1,0,254,1,0.01,0,4
56932,12,9,44,74,180,0,1,0,255,1,0,0,4
56620,24,9,294,869,3,0,1,0,255,1,0,0,4
27176,29,5,0,0,185,1,0.01,0.06,2,0.01,0.07,1,0
23844,24,9,323,5340,2,0,1,0,255,1,0,0,4
120422,14,9,8,0,1,0,1,0,68,1,0,0,1
20086,20,9,607,0,2,0,1,0,83,0.86,0.29,0,4
32166,24,9,231,1046,12,0,1,0,255,1,0,0,4
110888,24,9,249,14513,7,0,1,0,255,1,0,0,4
79043,49,1,0,0,1,0,1,0,1,0.02,1,0,1
26397,54,9,2288,331,2,0,0.5,1,156,0.61,0.03,0.01,4
91571,67,5,0,0,240,1,0.08,0.05,18,0.07,0.06,1,0
101070,20,9,1699,0,9,0,1,0,112,0.27,0.06,0,4
83159,24,1,0,0,1,0,1,0,32,1,0,0,4
82737,49,5,0,0,293,1,0.05,0.05,15,0.06,0.06,1,0
110928,49,1,0,0,46,0.15,0.02,1,1,0,0.48,0.03,1
38740,54,9,1236,332,1,0,1,0,169,0.73,0.04,0,4
120659,14,9,18,0,1,0,1,0,215,1,0,0,1
66850,49,9,105,146,6,0,0.33,0.33,247,0.97,0.01,0,4
54706,67,5,0,0,209,1,0.05,0.07,11,0.04,0.07,1,0
35137,24,9,220,1248,2,0,1,0,255,1,0,0,4
109642,49,5,0,0,104,1,0.11,0.06,9,0.04,0.08,1,0
10963,49,5,0,0,183,1,0.04,0.07,20,0.08,0.06,1,0
109653,12,9,45,75,303,0,1,0,254,1,0.01,0,4
71369,49,5,0,0,185,1,0.09,0.06,4,0.02,0.08,1,0
122993,10,5,0,0,265,1,0.02,0.06,4,0.02,0.07,1,0
68329,15,9,520,0,297,0,1,0,255,1,0,0,0
38586,12,9,42,128,197,0,1,0,253,0.99,0.01,0,4
119695,44,9,147,105,1,0,1,0,1,0,0.85,0,4
37029,12,9,45,128,165,0,0.99,0.01,128,0.77,0.02,0,4
107359,24,9,161,9534,1,0,1,0,255,1,0,0,4
110264,24,9,54540,8314,6,0,1,0,255,1,0,0,0
75847,20,5,0,0,69,1,0.22,0.06,55,0.22,0.02,1,0
93733,54,9,872,342,1,0,1,0,168,0.86,0.29,0,4
76352,24,9,279,1010,7,0,1,0,255,1,0,0,4
646,19,5,0,0,150,1,0.01,0.06,1,0,0.07,1,0
120072,41,5,0,0,127,1,0.02,0.07,3,0.01,0.06,1,0
80918,20,5,0,0,225,1,0.11,0.06,24,0.09,0.06,1,0
81316,24,9,201,6590,6,0,1,0,255,1,0,0,4
112005,18,9,9,225,1,0,1,0,9,0.03,0.06,0,4
61346,10,5,0,0,50,1,0.16,0.12,8,0.03,0.08,1,0
108428,24,9,213,1176,16,0,1,0,255,1,0,0,4
62242,18,5,0,0,300,1,0.07,0.05,20,0.08,0.07,1,0
18035,21,5,0,0,32,1,0.16,0.12,5,0.02,0.08,1,0
67715,11,9,0,0,1,0,1,0,1,0.03,1,0,1
69148,35,1,0,0,271,0,0.02,0.06,6,0.02,0.07,0,0
74145,44,1,0,0,511,0.05,0,0.96,1,0,0.97,0.03,1
46398,12,9,44,128,64,0,1,0,255,1,0,0,4
49071,24,9,253,11696,10,0,1,0,255,1,0,0,4
59621,24,5,0,0,36,1,0.33,0.11,41,0.16,0.05,1,0
69559,38,5,0,0,232,1,0.03,0.06,6,0.02,0.05,1,0
75548,24,9,209,290,10,0,1,0,255,1,0,0,4
95937,4,5,0,0,237,1,0.01,0.06,3,0.01,0.07,1,0
11098,24,9,221,4988,15,0,1,0,255,1,0,0,4
83688,24,9,345,6052,9,0,1,0,255,1,0,0,4
122626,57,5,0,0,299,1,0.07,0.06,1,0,0.09,1,0
24010,49,5,0,0,108,1,0.22,0.06,6,0.02,0.06,1,0
12001,24,9,144,37654,1,0,1,0,255,1,0,0,4
50097,49,9,105,146,8,0,0.12,0.25,199,0.78,0.01,0,4
15943,54,9,1101,332,1,0,1,0,225,0.96,0.02,0,4
20401,15,9,1032,0,511,0,1,0,150,0.59,0.02,0,0
37048,24,9,238,188,36,0,1,0,255,1,0,0,4
32484,49,5,0,0,115,1,0.13,0.06,19,0.07,0.07,1,0
51062,24,9,295,7871,14,0,1,0,255,1,0,0,4
8563,54,9,2119,332,1,0,1,0,6,0.75,0.25,0,4
11232,54,9,11422,1360,1,0,1,0,179,0.71,0.03,0,4
7751,49,5,0,0,137,1,0.15,0.07,20,0.08,0.06,1,0
13973,18,9,8,173,1,0,1,0,6,0.04,0.03,0,4
95879,23,5,0,0,282,1,0.06,0.06,4,0.02,0.07,1,0
23609,49,5,0,0,206,1,0.12,0.06,24,0.09,0.06,1,0
91349,44,4,1,0,2,0,1,0,2,0.01,0.74,0,1
39998,24,9,220,1748,17,0,1,0,53,1,0,0,4
95165,49,4,0,0,54,0,0.04,0.54,2,0.01,0.13,0.01,1
91973,24,9,224,4352,2,0,1,0,255,1,0,0,4
13735,49,5,0,0,105,1,0.04,0.07,11,0.04,0.07,1,0
83174,12,9,44,110,1,0,1,0,169,0.99,0.01,0,4
111632,12,9,33,89,1,0,1,0,45,0.64,0.04,0,4
75539,24,9,314,287,6,0,1,0,255,1,0,0,4
58227,60,6,464,2225,1,1,1,0,18,0.11,0.06,0.03,4
82786,60,9,270,8081,1,0,1,0,8,0.16,0.08,0.02,4
102223,14,9,8,0,1,0,1,0,62,1,0,0,1
62344,49,5,0,0,225,1,0.07,0.06,8,0.03,0.06,1,0
42619,26,1,0,0,129,0,0.05,0.07,6,0.02,0.07,0,0
12800,18,5,0,0,244,1,0.04,0.06,10,0.04,0.08,1,0
96660,49,4,1,0,2,0,1,0,2,0.01,0.67,0,1
16421,6,1,0,0,140,0,0.12,0.06,17,0.07,0.07,0,0
10140,42,5,0,0,71,1,0.25,0.08,18,0.07,0.07,1,0
103301,49,1,0,0,131,0,0.12,0.05,16,0.06,0.05,0,0
50884,44,9,3775,0,20,0.05,0.05,0.1,1,0.01,0.04,0.01,4
34972,8,5,0,0,211,1,0.08,0.06,9,0.04,0.07,1,0
48837,15,9,520,0,478,0,1,0,84,1,0,0,0
123965,59,5,0,0,263,1,0.01,0.06,6,0.02,0.08,1,0
7633,63,5,0,0,202,1,0.09,0.05,19,0.07,0.05,1,0
58426,20,9,383,0,3,0,0.67,0.67,97,0.38,0.08,0.01,4
10216,20,9,334,0,2,0,1,0,85,0.33,0.07,0.01,2
81215,24,9,317,280,4,0.25,1,0,255,1,0,0.01,4
106991,49,1,0,0,108,0,0.01,0.08,1,0.01,0.08,0,0
94612,49,5,0,0,230,1,0.07,0.07,30,0.12,0.06,1,0
42921,24,9,236,1694,7,0,1,0,255,1,0,0,4
73160,24,1,0,0,17,0,1,0,255,1,0,0,4
57489,24,9,287,181,19,0,1,0,255,1,0,0,4
101852,24,9,146,21433,7,0,1,0,255,1,0,0,4
109778,54,9,1523,328,2,0,0.5,1,152,0.71,0.21,0,4
82690,49,4,1,0,2,0,1,0,2,0.01,0.5,0,1
31118,9,5,0,0,269,1,0.07,0.06,19,0.07,0.07,1,0
88070,14,9,8,0,1,0,1,0,83,1,0,0,1
115847,49,5,0,0,134,1,0.04,0.07,6,0.08,0.1,1,0
103479,20,5,0,0,44,1,0.23,0.09,50,0.24,0.02,0.99,0
48730,49,5,0,0,198,1,0.09,0.08,17,0.07,0.08,1,0
55451,20,9,1199,0,11,0,1,0,101,0.4,0.02,0,4
64428,26,5,0,0,137,1,0.12,0.05,7,0.03,0.07,1,0
122817,24,1,0,0,1,0,1,0,0,0,0,0,4
76200,24,9,242,283,20,0,1,0,255,1,0,0,4
84824,24,9,203,863,16,0,1,0,255,1,0,0,4
30423,12,9,45,45,138,0,1,0,255,1,0,0,4
118935,14,9,30,0,2,0,0.5,1,6,0.02,0.01,0,4
84331,24,9,212,2839,72,0,1,0,255,1,0,0,4
42074,18,5,0,0,47,0.98,0.26,0.11,46,0.18,0.05,1,0
96574,4,5,0,0,261,1,0.03,0.06,7,0.03,0.07,1,0
112442,24,9,213,9311,8,0,1,0,255,1,0,0,4
117596,24,9,303,2239,1,0,1,0,12,0.5,0.12,0.29,4
118973,19,9,888,2586,1,0,1,0,12,0.07,0.03,0,4
54052,49,9,28,0,196,0.51,0.49,0.04,96,0.38,0.63,0.09,0
96508,44,9,59,0,10,0.1,0.1,0.4,1,0.01,0.06,0.01,4
62192,14,9,8,0,1,0,1,0,106,1,0,0,1
116493,54,9,696,334,1,0,1,0,101,0.77,0.04,0,4
51513,24,1,0,0,217,0,0.03,0.07,6,0.02,0.07,0,0
110,24,9,251,301,3,0,1,0,252,0.99,0.01,0,4
63104,60,9,703,107135,1,0,1,0,77,0.3,0.02,0.43,4
111291,34,5,0,0,146,1,0.03,0.06,2,0.01,0.07,1,0
60778,12,9,46,135,18,0,1,0,254,1,0.01,0,4
38072,20,9,246,0,1,0,1,0,13,1,0,0,2
37774,60,9,555,17328,1,0,1,0,15,0.06,0.61,0.6,4
72753,49,5,0,0,67,1,0.09,0.09,25,0.1,0.05,1,0
10501,19,9,284,903,1,0,1,0,37,0.28,0.03,0,4
32446,49,1,0,0,249,0,0.05,0.07,13,0.05,0.07,0,0
38766,69,1,0,0,247,0,0.06,0.06,14,0.05,0.08,0,0
33833,68,5,0,0,280,1,0.02,0.05,6,0.02,0.05,1,0
17892,24,9,482,9079,2,0,1,0,255,1,0,0,4
111239,49,5,0,0,115,1,0.22,0.05,25,0.1,0.05,1,0
40572,20,9,12286,0,4,0,1,0,83,0.35,0.02,0,4
19339,49,9,105,147,1,0,1,0,138,0.76,0.02,0,4
99334,54,9,872,329,1,0,1,0,119,0.34,0.06,0.01,4
99356,9,5,0,0,101,1,0.12,0.06,1,0,0.06,1,0
50208,6,5,0,0,123,1,0.01,0.07,19,0.07,0.07,1,0
67268,24,1,0,0,1,0,1,0,166,1,0,0,4
124165,49,5,0,0,70,1,0.09,0.1,6,0.02,0.07,1,0
82791,49,5,0,0,162,1,0.07,0.07,2,0.01,0.08,1,0
101364,8,1,0,0,270,0,0.06,0.06,16,0.06,0.07,0,0
8311,21,5,0,0,242,1,0.01,0.07,3,0.01,0.07,1,0
29130,20,9,334,0,2,0,1,0,36,1,0,0,2
98111,24,9,195,3289,1,0,1,0,255,1,0,0,4
42655,18,5,0,0,10,1,0.3,0.4,61,0.24,0.04,1,0
32118,49,1,0,0,71,0,0.11,0.07,8,0.03,0.07,0,0
11381,24,9,206,334,55,0,1,0,255,1,0,0,4
77987,49,5,0,0,121,1,0.11,0.07,16,0.06,0.07,1,0
28676,24,1,0,0,231,0,0.03,0.06,6,0.02,0.07,0,0
21353,14,9,18,0,1,0,1,0,213,1,0,0,1
60571,24,9,299,4555,5,0,1,0,255,1,0,0,4
96241,24,9,315,283,9,0,1,0,255,1,0,0,4
70651,54,9,1412,335,1,0,1,0,185,0.78,0.02,0,4
83622,24,9,325,1795,5,0,1,0,255,1,0,0,4
47959,24,9,342,11471,3,0,1,0,255,1,0,0,4
56716,28,1,0,0,232,0,0.05,0.06,12,0.05,0.08,0,0
11735,40,5,0,0,287,1,0.09,0.05,25,0.1,0.05,1,0
124395,24,9,296,212,1,0,1,0,255,1,0,0,4
69295,24,5,0,0,174,1,0.01,0.06,2,0.01,0.08,1,0
58625,49,5,0,0,271,1,0.04,0.05,12,0.05,0.06,0.99,0
5401,24,9,224,3616,18,0.06,1,0,255,1,0,0.01,4
82818,15,9,520,0,312,0,1,0,255,1,0,0,0
14117,24,5,0,0,239,1,0.02,0.07,4,0.02,0.08,1,0
83841,24,9,208,755,1,0,1,0,255,1,0,0,4
59444,49,5,0,0,146,1,0.11,0.06,27,0.11,0.06,1,0
16240,49,5,0,0,199,1,0.12,0.06,24,0.09,0.05,1,0
116062,12,9,45,81,215,0,1,0,232,0.91,0.01,0,4
45655,49,5,0,0,147,1,0.07,0.07,11,0.04,0.05,1,0
86167,12,9,42,42,3,0,1,0,238,0.93,0.01,0,4
17502,24,9,283,4770,19,0,1,0,255,1,0,0,4
30597,49,9,28,0,47,0,1,0,147,0.58,0.43,0.09,0
77326,32,5,0,0,263,1,0.08,0.05,21,0.08,0.06,1,0
111490,18,5,0,0,48,1,0.27,0.08,61,0.24,0.02,1,0
61220,24,9,249,506,30,0,1,0,255,1,0,0,4
76354,24,9,229,6049,3,0,1,0,255,1,0,0,4
122493,44,1,0,0,392,0.07,0,1,1,0,1,0.09,1
27963,24,9,200,263,22,0,1,0,255,1,0,0,4
42650,24,9,236,662,25,0,1,0,255,1,0,0,4
2040,24,9,190,1227,39,0,1,0,255,1,0,0,4
65067,58,1,0,0,267,0,0.06,0.06,16,0.06,0.07,0,0
41826,24,1,0,0,1,0,1,0,253,1,0,0,4
33423,24,9,293,1510,15,0,1,0,255,1,0,0,4
125080,54,9,1619,334,1,0,1,0,244,0.97,0.01,0,4
121908,40,5,0,0,110,1,0.15,0.08,8,0.03,0.09,1,0
18490,49,1,0,0,442,0,0,0.52,1,0,0.51,0,1
35683,24,9,211,330,2,0,1,0,255,1,0,0,4
104721,24,9,192,32099,15,0,1,0,255,1,0,0.01,4
102220,49,5,0,0,111,1,0.08,0.06,9,0.69,0.23,1,0
3955,18,5,0,0,64,1,0.28,0.06,58,0.23,0.04,1,0
83332,60,5,0,0,266,1,0.07,0.05,19,0.07,0.05,1,0
99371,54,9,647,278,1,0,1,0,32,0.13,0.49,0,4
85158,24,1,0,0,246,0,0.03,0.07,7,0.03,0.08,0,0
20198,24,9,266,7546,4,0,1,0,255,1,0,0,4
61634,24,5,0,0,201,1,0.03,0.05,7,0.03,0.05,1,0
82344,65,9,181,0,2,0,0.5,1,14,0.05,0.01,0,4
63339,4,5,0,0,264,1,0.04,0.06,10,0.04,0.07,1,0
102930,49,5,0,0,211,1,0.04,0.06,9,0.04,0.07,1,0
81815,4,5,0,0,269,1,0.07,0.06,20,0.08,0.06,1,0
31069,14,9,8,0,1,0,1,0,225,1,0,0,1
13098,20,9,3775,0,22,0,1,0,72,0.44,0.02,0,4
114152,20,9,59,0,14,0,1,0,118,0.46,0.03,0.01,4
125585,12,9,45,130,2,0,1,0,208,0.7,0.05,0,4
107972,49,9,105,147,9,0,0.22,0.22,231,0.91,0.01,0,4
89121,24,9,281,758,3,0,1,0,255,1,0,0,4
68605,12,9,45,134,91,0,1,0,253,0.99,0.01,0,4
78458,12,9,43,126,73,0,1,0,236,0.93,0.01,0,4
93319,49,5,0,0,195,1,0.02,0.06,20,0.08,0.07,1,0
93066,6,5,0,0,113,1,0.15,0.05,17,0.07,0.06,1,0
21921,0,4,3484,7945,1,0,1,0,19,0.13,0.01,0,4
69587,24,9,314,28906,20,0,1,0,255,1,0,0,4
124733,24,9,302,1747,7,0,1,0,251,1,0,0,4
50994,12,9,46,77,302,0,1,0.01,254,1,0.01,0,4
3533,54,9,1307,331,1,0,1,0,173,0.79,0.02,0,4
85887,24,9,283,823,24,0,1,0,255,1,0,0,4
88991,49,5,0,0,217,1,0.08,0.07,18,0.07,0.08,1,0
32690,49,1,0,0,2,0,0.5,1,1,0,0.54,0.04,1
106465,24,9,235,480,4,0,1,0,255,1,0,0,4
13239,5,5,0,0,256,1,0.04,0.05,9,0.04,0.05,1,0
12187,24,1,0,0,2,0,1,0,201,1,0,0,4
70330,2,5,0,0,249,1,0.03,0.06,8,0.03,0.07,1,0
632,44,9,146,105,3,0,0.33,0.67,1,0,0.57,0,4
48388,20,9,40494,0,11,0,1,0,47,0.18,0.02,0,4
7355,18,5,0,0,37,1,0.24,0.11,32,0.24,0.03,0.98,0
52190,24,5,0,0,1,1,1,0,1,1,0,1,0
109506,60,9,732,122323,1,0,1,0,9,0.2,0.11,0,4
35089,49,9,1,0,147,0,0.93,0.01,204,0.8,0.03,0,1
20500,12,9,44,44,173,0,1,0,250,0.98,0.01,0,4
77414,49,9,1,0,26,0,0.04,0.27,1,0,0.65,0,1
73529,24,5,0,0,11,1,0.55,0.18,46,0.27,0.02,1,0
101175,24,9,221,313,26,0,1,0,255,1,0,0,4
86775,12,9,44,88,157,0,1,0,166,0.65,0.01,0,4
67901,24,9,212,766,8,0,1,0,255,1,0,0,4
72334,49,5,0,0,292,1,0.05,0.06,14,0.05,0.07,1,0
15697,12,9,45,126,42,0,1,0,254,1,0.01,0,4
120995,12,9,43,43,72,0,1,0,254,1,0.01,0,4
41180,29,1,0,0,260,0,0.08,0.06,20,0.08,0.06,0,0
35134,41,5,0,0,149,1,0.16,0.05,24,0.09,0.05,1,0
2447,2,5,0,0,205,1,0.06,0.06,17,0.07,0.07,1,0
121386,49,5,0,0,126,1,0.13,0.07,17,0.24,0.11,1,0
81158,44,1,0,0,509,0.21,0,1,1,0,1,0.16,1
25984,54,9,843,336,1,0,1,0,178,0.69,0.02,0,4
86524,24,9,54540,8314,2,0,1,0,255,1,0,0,0
33821,6,5,0,0,149,1,0.13,0.05,20,0.08,0.06,1,0
38161,24,9,280,934,10,0,1,0,255,1,0,0,4
18771,24,9,310,1738,4,0,1,0,255,1,0,0.01,4
114145,24,9,378,346,5,0,1,0,255,1,0,0,4
77422,12,9,33,0,2,0,1,0,31,0.12,0.02,0,4
34007,2,5,0,0,287,1,0.05,0.06,8,0.03,0.07,1,0
674,24,9,54540,8314,4,0,1,0,4,1,0,0,0
78708,12,9,45,45,192,0,1,0,236,0.93,0.01,0,4
87249,31,5,0,0,27,1,0.41,0.11,11,0.04,0.07,1,0
73056,20,9,637,0,3,0,1,0,37,0.21,0.04,0.01,4
124743,24,2,183,10220,1,0,1,0,255,1,0,0,4
42689,17,5,0,0,117,1,0.19,0.04,22,0.09,0.04,1,0
17419,69,1,0,0,248,0,0.02,0.07,6,0.02,0.09,0,0
45767,19,9,1470,4152,1,0,1,0,13,0.48,0.11,0,4
34735,24,1,0,0,220,0,0.05,0.07,10,0.04,0.07,0,0
23619,24,9,327,1041,3,0,1,0,255,1,0,0.01,4
82026,32,1,0,0,149,0,0.13,0.05,15,0.06,0.07,0,0
7047,49,9,105,105,10,0,0.1,0.2,240,0.94,0.01,0,4
69612,12,9,44,136,46,0,1,0,200,0.86,0.02,0,4
38657,12,9,45,77,154,0,1,0,232,0.91,0.01,0,4
57362,44,1,0,0,511,0.15,0,1,1,0,1,0.14,1
101927,24,9,182,7051,8,0,1,0,255,1,0,0,4
44298,49,4,0,0,1,0,1,0,1,0.01,0.06,0,1
86622,14,9,18,0,1,0,1,0,97,1,0,0,1
10654,24,9,313,55704,1,0,1,0,255,1,0,0,4
4050,49,5,0,0,26,1,0.31,0.19,10,0.04,0.09,1,0
86720,15,9,1032,0,509,0,1,0,7,0.03,0.05,0.39,0
123339,24,9,228,7333,14,0,1,0,255,1,0,0.01,4
